"Sl.No"|"Data entry operator "|"Cross Check D/O"|"Starting time of the visit"|"Ending time of the visit"|"Year of establishment of the anganwadi centre"|"date"|"District"|"Project"|"Circle"|"KLP ID"|"code"|"Ang Name"|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60||62|63|64|65|66|67|68|69|70
838|"Mohsina Taj"|"Munirathna"|"09:45:00"|"11:00:00"|1991||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|30644||"RAMGONDANA HALLI"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
839|"Mohsina Taj"|"Munirathna"|"02:00:00"|"04:00:00"|1992||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|29704||"SIDDAPURA"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
840|"Mohsina Taj"|"Munirathna"|"09:50:00"|"12:00:00"|2000||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|31314||"TABARAHALLI"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
841|"Mohsina Taj"|"Munirathna"|"09:35:00"|"10:10:00"|1993||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|29697||"VALEPURA"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
842|"Mohsina Taj"|"Munirathna"|"09:35:00"|"10:00:00"|1992||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|30987||"VARTHUR 1"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
843|"Mohsina Taj"|"Munirathna"|"12:00:00"|"01:30:00"|1991||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|33755||"VIJAYNAGAR"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
844|"Mohsina Taj"|"Munirathna"|"09:45:00"|"11:00:00"|1991||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|||"NURHUNESA BADVANE"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
845|"Mohsina Taj"|"Munirathna"|"11:30:00"|"12:30:00"|1991||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|||"NURHUNESA GARAMA"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
846|"Mohsina Taj"|"Munirathna"|"01:00:00"|"03:00:00"|2003||" BANGALORE"|"BANGALORE SOUTH(BANASHANKARI)"|"VARTHUR"|||"KUNDALAHALLI COLONY"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
847|"MUNIRATHNA"|"MOHSINA"|"11:05:00"|"12:00:00"|"NO"||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"AMRUTHAHALLI 2"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
848|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"JAKKUR 1"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
849|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"KOGILU"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
850|"MUNIRATHNA"|"MOHSINA"|||2009||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"MARUTHINAGAR"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
851|"MUNIRATHNA"|"MOHSINA"|||"NO"||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"VENKATALA"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
852|"MUNIRATHNA"|"MOHSINA"|||2000||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"YELAHANKA 1"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
853|"MUNIRATHNA"|"MOHSINA"|||1996||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"YELAHANKA 3"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
854|"MUNIRATHNA"|"MOHSINA"|||2008||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"SURABHI LAYOUT"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
855|"MUNIRATHNA"|"MOHSINA"|||1996||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"JAKKUR LAYOUT 2"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
856|"MUNIRATHNA"|"MOHSINA"|"01:45:00"|"02:50:00"|1988||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"JAKKUR LAYOUT 2"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
857|"MUNIRATHNA"|"MOHSINA"|"02:00:00"|"03:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"SHREERAMPURA"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
858|"MUNIRATHNA"|"MOHSINA"|"11:45:00"|"12:50:00"|1996||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"YELAHANKA 5"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
859|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"01:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"AGRAHARA LAYOUT 1"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
860|"MUNIRATHNA"|"MOHSINA"|"09:45:00"|"11:00:00"|1991||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"KOGILU LAYOUT"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
861|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"BYTARAYANAPURA 1"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
862|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1996||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"YELAHANKA 4"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
863|"MUNIRATHNA"|"MOHSINA"|"09:55:00"|"11:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"SAMPIGEHALLI"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
864|"MUNIRATHNA"|"MOHSINA"|"12:00:00"|"01:00:00"|1989||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"AGRAHARA"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
865|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1990||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"AMRUTHAHALLI 1"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
866|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1999||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"AGRAHARA LAYOUT 2"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
867|"MUNIRATHNA"|"MOHSINA"|"12:00:00"|"01:00:00"|"NO"||" BANGALORE"|"BANGALORE NORTH (YELAHANKA)"|"YALAHANKA"|||"CHIKKABOMMASANDRA"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
